Model,10%,100%,20%,5%,50%
PhaseNet,0.671606,0.437144,0.506970,1.094743,0.490454
SeisLM_base,0.569034,0.444539,0.505041,0.764178,0.412336
SeisLM_large,0.478071,0.408399,0.465213,0.755897,0.440486
mLSTM_CR,0.480318,0.402183,0.455175,0.883913,0.455654
mLSTM_Sequential,0.501812,0.473819,0.496713,0.705981,0.535278
