Model,10%,100%,20%,5%,50%
PhaseNet,0.945024,0.966401,0.952408,0.931201,0.958452
SeisLM_base,0.958531,0.972636,0.951515,0.947205,0.967578
SeisLM_large,0.961834,0.971090,0.965626,0.944246,0.960864
mLSTM_CR,0.966487,0.976484,0.972329,0.963376,0.979869
mLSTM_Sequential,0.967940,0.975810,0.963304,0.953172,0.971460
