Model,10%,100%,20%,5%,50%
PhaseNet,0.289579,0.229181,0.269158,0.484150,0.248035
SeisLM_base,0.248571,0.208943,0.228336,0.260764,0.212084
SeisLM_large,0.248571,0.208943,0.228336,0.260764,0.212084
mLSTM_CR,0.240465,0.208388,0.218293,0.264463,0.212476
