Model,10%,100%,20%,5%,50%
PhaseNet,2.412346,1.389928,1.889584,3.118845,1.687113
SeisLM_base,2.343160,1.154562,1.433082,2.178680,1.331568
SeisLM_large,1.756747,1.084812,1.307488,1.813255,1.165661
mLSTM_CR,1.883027,1.126903,1.594153,2.330880,1.421494
mLSTM_Sequential,1.748717,1.085619,1.650648,1.794481,1.298348
