Model,10%,100%,20%,5%,50%
PhaseNet,0.993507,0.998463,0.997156,0.987739,0.998036
SeisLM_base,0.996776,0.998637,0.998143,0.991672,0.998520
SeisLM_large,0.997924,0.998918,0.998608,0.995193,0.998806
mLSTM_CR,0.997297,0.998459,0.998273,0.995828,0.998168
mLSTM_Sequential,0.994974,0.997477,0.993839,0.990575,0.994867
