Model,10%,100%,20%,5%,50%
PhaseNet,1.161895,0.922424,1.082260,1.319942,0.963278
SeisLM_base,1.238128,0.903945,1.145290,1.382989,0.998934
SeisLM_large,1.192203,0.931218,1.118128,1.342528,1.005277
mLSTM_CR,1.002639,0.817993,0.943030,1.059557,0.865633
mLSTM_Sequential,1.014258,0.852995,0.979310,1.112086,0.902507
