Model,10%,100%,20%,5%,50%
PhaseNet,0.321355,0.555281,0.306387,0.878959,0.254032
SeisLM_base,0.224485,0.179878,0.195198,0.264074,0.184135
SeisLM_large,0.224485,0.179878,0.195198,0.264074,0.184135
mLSTM_CR,0.213492,0.182371,0.194234,0.246266,0.173477
