Model,10%,100%,20%,5%,50%
PhaseNet,0.733380,0.989057,0.798840,0.821948,0.972900
SeisLM_base,0.869493,0.998530,0.970909,0.801103,0.994909
SeisLM_large,0.943880,0.998553,0.983360,0.920414,0.994374
mLSTM_CR,0.869468,0.998498,0.971711,0.742451,0.990322
mLSTM_Sequential,0.869161,0.998256,0.987473,0.812802,0.994679
