Model,10%,100%,20%,5%,50%
PhaseNet,0.448635,0.265632,0.414044,0.689750,0.270336
SeisLM_base,0.404662,0.272392,0.304283,0.498632,0.285755
SeisLM_large,0.367818,0.263531,0.323791,0.487496,0.248490
mLSTM_CR,0.335637,0.252285,0.302324,0.477208,0.254531
mLSTM_Sequential,0.415427,0.283701,0.367526,0.534759,0.346968
