Model,10%,100%,20%,5%,50%
PhaseNet,0.997883,0.999366,0.999088,0.979321,0.999141
SeisLM_base,0.999437,0.999756,0.999728,0.999504,0.999754
SeisLM_large,0.999437,0.999756,0.999728,0.999504,0.999754
mLSTM_CR,0.999812,0.999882,0.999833,0.999769,0.999866
