Model,10%,100%,20%,5%,50%
PhaseNet,0.999894,0.999947,0.999924,0.998091,0.999946
SeisLM_base,0.999996,0.999993,0.999990,0.999989,0.999996
SeisLM_large,0.999996,0.999993,0.999990,0.999989,0.999996
mLSTM_CR,0.999988,0.999998,0.999993,0.999977,0.999992
